# x, y
-1.000000000000000000e+00 5.682291984558105469e-01
1.000000000000000000e+00 5.682291984558105469e-01
-1.000000000000000000e+00 5.682291984558105469e-01
1.000000000000000000e+00 5.682291984558105469e-01
0.000000000000000000e+00 1.431770682334899902e+00
-5.000000000000000000e-01 1.526024937629699707e-01
5.000000000000000000e-01 1.847397446632385254e+00
-7.500000000000000000e-01 1.095491528511047363e+00
2.500000000000000000e-01 9.045084714889526367e-01
-2.500000000000000000e-01 7.061073780059814453e-01
7.500000000000000000e-01 1.293892741203308105e+00
-8.750000000000000000e-01 5.474088191986083984e-01
1.250000000000000000e-01 1.452591061592102051e+00
-3.750000000000000000e-01 1.035619616508483887e+00
6.250000000000000000e-01 9.643802642822265625e-01
-6.250000000000000000e-01 3.224732279777526855e-01
3.750000000000000000e-01 1.677526831626892090e+00
-1.250000000000000000e-01 4.213375449180603027e-01
8.750000000000000000e-01 1.578662157058715820e+00
-9.375000000000000000e-01 3.365489244461059570e-01
6.250000000000000000e-02 1.663451194763183594e+00
-4.375000000000000000e-01 6.284493207931518555e-01
5.625000000000000000e-01 1.371550559997558594e+00
-6.875000000000000000e-01 8.237136006355285645e-01
3.125000000000000000e-01 1.176286458969116211e+00
-1.875000000000000000e-01 3.749353289604187012e-01
8.125000000000000000e-01 1.625064849853515625e+00
-8.125000000000000000e-01 9.383847117424011230e-01
1.875000000000000000e-01 1.061615228652954102e+00
-3.125000000000000000e-01 1.048573613166809082e+00
6.875000000000000000e-01 9.514266848564147949e-01
-5.625000000000000000e-01 9.992778301239013672e-03
4.375000000000000000e-01 1.990007162094116211e+00
-6.250000000000000000e-02 8.828249573707580566e-01
9.375000000000000000e-01 1.117174625396728516e+00
-9.687500000000000000e-01 3.952839970588684082e-01
3.125000000000000000e-02 1.604716062545776367e+00
-4.687500000000000000e-01 3.710579872131347656e-01
5.312500000000000000e-01 1.628941774368286133e+00
-7.187500000000000000e-01 1.009593367576599121e+00
2.812500000000000000e-01 9.904065132141113281e-01
-2.187500000000000000e-01 5.114730000495910645e-01
7.812500000000000000e-01 1.488527297973632812e+00
-8.437500000000000000e-01 7.472305297851562500e-01
1.562500000000000000e-01 1.252769351005554199e+00
-3.437500000000000000e-01 1.098932027816772461e+00
6.562500000000000000e-01 9.010680913925170898e-01
-5.937500000000000000e-01 1.182100176811218262e-01
4.062500000000000000e-01 1.881789922714233398e+00
-9.375000000000000000e-02 6.142972111701965332e-01
9.062500000000000000e-01 1.385702371597290039e+00
-9.062500000000000000e-01 3.952903747558593750e-01
9.375000000000000000e-02 1.604709863662719727e+00
-4.062500000000000000e-01 8.673225641250610352e-01
5.937500000000000000e-01 1.132677316665649414e+00
-6.562500000000000000e-01 5.766053795814514160e-01
3.437500000000000000e-01 1.423394441604614258e+00
-1.562500000000000000e-01 3.385925292968750000e-01
8.437500000000000000e-01 1.661407709121704102e+00
-7.812500000000000000e-01 1.067206501960754395e+00
